u,i,year
2791,1415,2008
6287,3447,2009
13336,10327,2016
14035,7989,2012
19347,6538,2018
5700,4122,2012
18158,15692,2018
16304,15713,2015
4386,469,2004
8637,3867,2019
8524,5520,2005
3426,1549,2015
18391,440,2019
22686,2398,2019
11440,2928,2011
10959,7079,2019
21965,696,2017
11439,4885,2017
9580,1937,2009
10942,1148,2003
19143,9076,2018
20590,12185,2018
22581,1000,2018
15126,1040,2006
19429,17081,2017
6310,3175,2019
19503,3881,2019
20915,3141,2019
2573,166,2007
19403,11978,2019
8047,5007,2014
17521,3420,2017
16719,1527,2015
9449,3892,2015
11944,6771,2013
11362,10964,2019
12143,2584,2013
14065,5371,2018
19708,5390,2017
18589,11556,2015
15890,3564,2014
6265,2989,2018
5194,175,2002
11964,3048,2008
13633,111,2008
20913,536,2019
9644,816,2014
8307,4829,2006
1584,511,1997
2241,151,2007
23863,7432,2020
13281,3694,2018
11152,1320,2016
15286,9954,2015
12467,1039,2009
21929,10546,2016
11594,2647,2012
22733,1529,2019
3522,2536,2005
1001,871,2008
15332,279,2011
8307,539,2006
16444,2855,2014
14392,713,2017
6944,2261,2006
13967,2976,2020
13197,2251,2019
6939,4063,2016
14607,1133,2020
15617,636,2013
11395,6068,2015
9872,5803,2017
16176,5594,2018
9217,6595,2020
21281,1842,2018
12420,5463,2013
3680,273,2001
19688,16660,2017
12561,4430,2011
16216,5635,2017
21072,8905,2020
8142,2554,2007
12372,767,2010
4127,2903,2013
20429,14290,2017
9658,99,1985
10821,577,2016
6200,1176,2002
13603,7758,2017
5815,4845,2016
3520,2562,2010
13401,7840,2016
20399,3902,2018
16899,73,2012
22382,17097,2019
10494,1474,2019
20994,12942,2019
13672,6709,2017
18161,1025,2011
24618,8977,2013
18486,1168,2007
4479,998,1998
10413,3752,2009
10202,6859,2021
23275,10620,2019
12003,1474,2009
2395,1981,2004
9996,1513,2017
5995,1632,2015
7276,747,2017
11845,199,1994
17238,8868,2017
8383,5631,2015
9638,7203,2017
4223,2182,2005
14422,2763,2008
8970,2982,2014
9261,2297,2020
6123,1137,2007
15462,1360,2018
14664,4324,2012
23599,14893,2019
17408,1578,2018
10198,3341,2010
19062,1863,2017
19759,2494,2017
12070,7373,2009
10467,3425,2017
19227,640,2016
11058,4942,2007
6914,939,2018
20477,6951,2017
5102,4098,2019
6831,2494,2004
14998,1158,2017
6897,2059,2008
15642,4611,2006
3483,3345,2020
12929,7453,2004
13486,208,2014
5245,3480,2006
17684,2041,2015
14464,8277,2012
20953,1602,2018
20066,2481,2017
16005,13570,2018
3447,2399,2001
11762,2914,2017
22854,12103,2019
13393,1520,2007
20627,5605,2017
3714,1498,2003
2621,2090,2008
17721,868,2017
22874,10722,2020
8527,1151,2013
8052,5225,2005
3726,52,1995
13321,2315,2008
11012,354,2017
5331,2743,2006
24275,4001,2013
5507,218,1995
5402,2463,2014
10493,2746,2005
7092,3734,2003
7638,3239,2019
11301,3832,2011
3623,664,2007
5873,3939,2010
17885,2823,2018
14036,9289,2016
3326,2101,2017
10952,5012,2018
11976,1512,2008
23414,323,2019
17497,5297,2015
9373,1973,2012
9412,986,2010
4993,2146,2002
19033,2961,2018
11344,1674,2013
19871,10422,2017
7858,3657,2017
18339,4289,2020
12929,1271,2004
15992,4486,2019
21735,1472,2021
6647,3023,2008
13937,10013,2019
18872,5880,2016
6566,4671,2014
14082,2246,2013
7349,3524,2009
13549,13345,2018
2813,1101,1996
23978,14533,2020
18892,6156,2020
11779,2864,2009
7237,4591,2012
13746,3093,2015
13527,6889,2011
4867,2850,2009
5905,1298,2002
15751,546,2015
5324,1762,2010
12709,4580,2011
23656,3439,2020
14606,1973,1999
17948,3539,2013
5610,2898,2009
10082,6327,2003
5854,2195,1999
7865,1340,2006
21521,10007,2018
22685,4614,2019
6447,5384,2013
1990,545,2016
19148,1757,2017
5404,4818,2002
11997,5216,2018
4278,2112,2006
2086,333,1998
17692,2131,2010
4592,2633,2009
8821,3243,2015
4365,925,2004
15628,1861,2014
19237,16594,2017
1405,28,2003
6066,3202,2015
24537,274,2020
17117,13877,2019
17535,1917,2016
12684,9619,2013
496,30,1999
10831,1455,2011
9031,7710,2017
16252,4383,2014
10051,1821,2020
11292,4580,2018
10450,184,2012
13510,11377,2020
3818,584,2006
1438,249,1998
5218,4971,2009
7684,2268,2018
1530,1184,2003
1971,342,2013
19469,147,2017
5086,3700,2014
2074,2048,2005
11594,425,2012
13796,589,2006
6538,2941,2010
1197,843,1998
12134,3591,2017
12656,54,2010
3672,2769,2008
15017,3746,2019
19222,15526,2016
2854,427,2010
10170,4279,2019
6628,859,2014
6611,367,2013
11752,153,2016
24359,16987,2016
17025,4277,2020
13838,1729,2009
20447,1003,2017
20403,1136,2018
15815,9816,2017
21078,1372,2020
7578,1933,2007
23133,684,2020
13429,2522,2013
12312,3882,2008
18892,16176,2019
23264,7789,2019
6388,2761,2006
19735,2132,2017
9484,7058,2016
7588,67,2004
14389,527,1989
14597,7402,2015
14473,1072,2015
9546,1388,2013
16229,1414,2020
3727,1577,2002
16647,7489,2017
19962,200,2017
5905,1523,2004
8004,2015,2009
9232,2824,2011
15014,653,2017
13141,3005,2016
24388,583,2020
3495,2270,2017
4019,1639,2007
9807,2296,2019
9062,5996,2013
18063,9641,2009
8667,3056,2011
19667,12420,2019
9969,1590,2010
13699,357,2017
5934,2015,2009
11720,6231,2012
9044,3401,2010
6153,941,2008
3912,466,2010
13175,9334,2018
11268,7577,2019
22049,3982,2017
23173,494,2020
9129,232,1993
15413,8379,2015
7893,4898,2020
1978,1433,2015
21160,3392,2018
11423,258,2010
3331,265,2005
19457,8673,2013
11694,298,2020
3923,1605,2014
1775,1083,2002
14575,986,2006
22769,6381,2020
10742,7296,2015
13038,8766,2016
4523,1455,2008
3785,1340,2004
15232,606,2012
14251,3779,2014
8825,7246,2017
13674,4956,2017
19413,204,2017
9254,6780,2015
21791,9061,2020
4225,1436,2003
5912,843,2006
15252,3221,2018
8239,3184,2009
3272,254,1998
9150,4900,2007
17494,4261,2016
3785,2289,2011
8821,5652,2015
8453,3658,2019
15616,12876,2014
10154,5186,2020
9451,4265,2019
5164,2686,2008
21218,1048,2018
23805,5255,2020
4879,1798,2005
2941,2187,2006
16015,1247,2018
16708,258,2017
12067,4530,2019
8521,4599,2013
22812,4477,2020
10892,10833,2017
8436,7294,2004
13403,6031,2013
13021,1713,2018
8924,3644,2017
19216,3958,2018
2743,157,2000
9022,2717,2016
6615,445,2003
15701,8608,2014
16715,3501,2014
23682,1219,2020
9893,3590,2012
21034,5567,2005
4080,2075,2006
22752,4756,2020
7878,3169,2012
12849,4666,2000
14452,12133,2016
16695,2684,2016
2300,1516,2016
880,766,1993
23449,177,2020
11313,3291,2019
11331,4742,2006
10036,1994,2006
9324,741,2009
1877,210,2002
3866,1126,2001
7203,2138,2015
8141,7185,2020
14198,641,2006
4110,2481,2015
3166,582,2006
6219,2647,2000
6831,5912,2013
14070,3387,2018
11981,7581,2010
10162,1911,2016
18677,10108,2016
15832,8794,2018
8917,3394,2009
5953,161,2013
10933,8391,2019
6180,1532,2010
5814,3583,2004
13688,6238,2018
13172,10891,2017
16917,4819,2016
12546,4151,2011
20969,9652,2018
10737,2238,2009
12638,6215,2019
5254,2885,2006
22915,4481,2019
9819,3169,2005
16504,93,2010
8701,7349,2013
6958,679,1995
6492,2918,2017
16681,12119,2017
18586,4095,2015
17671,12943,2019
20849,1347,2018
5954,3048,2011
8838,7961,2020
19796,3983,2016
5116,1915,2010
13222,2990,2018
9967,4611,2018
15566,8624,2014
15858,13618,2017
7543,769,2006
16802,11247,2020
20433,2023,2017
22487,2407,2019
19824,12689,2017
16346,5835,2005
13338,12388,2015
10435,5326,2009
17354,14998,2020
17391,10375,2019
3829,3178,2014
15347,784,2010
9513,1034,2010
6185,1305,2013
24881,215,2006
5054,191,2010
22773,3810,2019
1978,1662,2017
11213,1341,2005
9182,4197,2017
5434,3347,2005
8120,5693,2015
24692,12753,2012
14873,13096,2016
16463,10244,2016
4292,1451,2011
24173,1659,2019
11338,1453,2010
4758,4700,2019
16418,7450,2018
8222,1054,2010
16983,1410,2014
3275,1064,2009
18243,3904,2007
10245,2363,2013
22684,3682,2019
12029,2663,2012
11720,3699,2012
18616,1159,2017
2874,2663,2005
3633,1978,2008
4863,3132,2017
16454,7034,2016
8171,3945,2012
12156,6501,2018
17108,4779,2009
7512,548,2018
15961,1453,2019
5088,3151,2015
7892,6637,2012
14534,5351,2020
12614,2205,2019
6222,1613,2006
11513,2266,2012
4355,2181,2005
10147,2914,2015
5292,1907,2002
14889,13636,2015
6862,4794,2011
3567,226,1996
13084,1123,2019
14177,1797,2017
17295,7911,2017
14153,999,2010
6279,4192,2009
8103,1967,2004
16295,5394,2011
7403,4954,2019
6222,1522,2004
20076,4927,2020
6420,40,2006
4181,1735,2007
12128,3352,2012
12719,2271,2009
2058,715,2012
20700,2358,2018
2398,2187,2006
17584,1019,2017
3893,565,2016
14225,4923,2012
15592,15168,2020
8746,3378,2020
14722,9045,2018
6216,2332,2012
6365,3967,2004
10242,8226,2018
9654,959,2005
21170,2368,2018
13452,1705,2009
20371,1413,2020
13810,10779,2017
6582,2031,2013
19451,606,2017
13346,8476,2020
3342,1468,2013
6865,4477,2006
11182,1026,2009
11524,8124,2020
6419,3135,2015
9345,8692,2017
3167,1893,2010
19176,11686,2020
19782,1318,2017
18585,28,2015
12303,3988,2004
10500,860,2012
14920,4193,2015
3963,2963,2010
9654,5635,2004
8732,4760,2015
7378,3134,2011
16252,8398,2019
12804,6090,2017
17314,2939,2018
21834,2619,2013
13698,9276,2012
22602,140,2019
22299,357,2020
22107,1093,2019
16172,443,2013
13211,297,2015
3182,1506,2009
1079,170,1987
13608,7087,2011
23900,17883,2020
6678,1733,2010
12561,5411,2015
13486,3085,2018
11417,5173,2018
23317,5206,2020
15626,14439,2015
1681,288,2004
9603,985,1992
11141,2687,2019
9958,3264,2018
7973,480,2010
23119,7656,2019
22455,6113,2019
17095,1062,2020
15621,14747,2017
3327,687,2005
9509,9333,2018
5411,3713,2006
5646,2888,2009
17706,6734,2014
9923,4185,2014
19573,6250,2017
7941,7081,2016
10781,6257,2018
3916,3095,2010
9075,2864,2011
4690,2062,2005
13008,704,2009
18878,12529,2018
5529,182,2003
6191,2627,2006
3722,102,2006
23808,9341,2018
1748,1589,2010
2444,21,2002
5913,1772,2008
16451,3235,2017
8400,2318,2012
8154,7971,2019
9683,5278,2018
9512,1010,2015
19243,667,2016
8551,3684,2020
12991,4334,2012
4165,3574,2006
8551,3386,2018
5357,2711,2017
16324,653,2003
12089,10519,2017
16006,210,2014
619,587,2003
7355,5557,2009
16226,4782,2014
4420,285,2018
16792,2266,2015
5117,3635,2016
19768,33,2017
15411,1959,2018
13863,2365,2017
20512,1270,2020
16018,385,2007
9288,8661,2002
11038,8971,2017
7770,3569,2020
15719,11205,2018
17106,533,2016
3400,1996,1999
10352,2494,2016
21289,4965,2019
14503,4388,2006
17862,2284,2007
8925,514,2010
11161,4589,2015
18118,1139,2004
21421,1329,2019
16124,2307,2016
6582,3715,2017
13858,3863,2020
7792,6966,2009
8191,2815,2014
24197,10328,2020
13473,40,2007
10431,902,2006
20498,2278,2018
17260,17217,2020
12390,5744,2019
20424,17549,2018
9298,4188,2011
19215,283,2017
11690,9129,2018
7205,1527,2011
2903,1955,1998
23613,1330,2020
10054,2740,2002
19245,162,2016
8997,584,2005
16843,1126,2015
17679,2213,2011
5693,339,2000
18171,1883,2019
9768,3099,2020
1222,601,1998
5716,292,2002
944,87,2003
21289,9421,2020
15432,341,2018
8597,3482,2005
17216,12537,2015
7830,2339,2010
7821,724,2017
16825,435,2018
22422,10899,2019
10479,381,2007
19773,5446,2017
4690,611,2005
23648,3235,2020
13626,764,2012
21368,3056,2019
3560,2035,2014
16449,477,2010
21835,19680,2020
18035,12380,2020
9458,8899,2015
11220,8384,2010
13677,5705,2016
15456,6168,2017
20158,4118,2017
8806,2037,2011
24267,1539,2020
10248,6943,2020
4511,3416,2009
19174,1477,2017
6573,4244,2018
14551,6803,2015
16257,9553,2018
14458,1618,2011
14368,11903,2019
13813,9702,2002
6034,4095,2009
11312,9695,2018
10773,6238,2011
9686,4568,2014
15912,829,2014
18221,1542,2016
14535,4395,2017
14055,1371,2013
14408,13401,2018
18075,2022,2017
10509,7635,2019
24858,4812,2010
4348,3683,2015
149,132,2006
17378,3065,2015
13259,7640,2016
13547,6462,2018
14868,9181,2020
23587,875,2019
9454,1062,2011
9133,92,1979
19607,1644,2017
6340,2770,2015
7936,5694,2013
9785,254,2012
4813,4124,2004
9958,209,2018
13087,1872,2010
19155,17040,2017
12675,1435,1997
12749,3727,2008
4158,3553,2010
19312,278,2017
9407,1655,2019
15175,30,2008
8445,4632,2019
13545,6773,2018
24684,49,2003
7732,5623,2016
4182,4136,2008
20707,1615,2018
15934,2661,2016
21311,2516,2018
16239,10172,2016
17750,1295,2003
10475,314,2010
6690,1189,2013
1729,1411,2004
19222,1305,2016
4500,3863,2015
4129,47,2017
6066,5132,2020
6815,4741,2017
15816,4678,2018
12989,7788,2017
7057,2572,2012
17520,639,2020
24057,11353,2020
5759,1314,2003
8124,1363,2002
23422,6725,2019
19566,1444,2017
22574,1768,2018
3448,795,2013
5173,3420,2002
7358,5982,2008
6200,6033,2019
4362,1607,2006
3263,378,2009
5632,1,2006
730,718,2001
4280,382,2003
7180,43,2006
24820,1968,2019
4477,2211,2008
17414,5123,2019
9553,1097,2017
24126,1484,2020
9112,1442,2011
18460,9165,2020
12055,4024,2019
9575,5355,2009
1423,467,2010
2625,1947,2013
14268,5837,2015
20656,1388,2018
19685,1178,2017
5863,1564,2010
7445,2149,2010
3946,3629,2013
8872,6948,2017
16006,13809,2018
5738,1581,2007
8187,2378,2007
16970,10693,2020
18131,2742,2005
11879,6094,2011
17341,2927,2020
13465,3035,2015
18705,4197,2017
1565,210,1999
20013,10702,2020
14418,9483,2011
12366,4651,2015
17310,3253,2017
20170,5491,2019
18940,5885,2019
12960,8404,2017
14928,12322,2020
23543,536,2019
8763,7648,2020
19145,1434,2016
16749,3536,2013
10584,9546,2013
19607,2247,2019
19877,872,2017
19234,3214,2016
14700,82,2009
13975,6627,2017
5870,3162,2006
14553,5136,2010
22747,1892,2020
18632,11675,2020
5057,4751,2003
17061,5124,2019
5994,3981,2020
5330,5009,2020
10074,1884,2004
18160,2850,2006
18246,5278,2009
7037,3369,2006
4935,4199,2012
8505,7140,2014
2189,273,2006
14711,4677,2010
8349,1958,2004
17039,3919,2018
17565,12790,2015
8108,420,2011
20584,2048,2018
9109,221,2017
9827,6382,2017
9053,5009,2015
6838,4904,2009
2168,392,2003
21005,7560,2018
9314,1110,2012
23599,5331,2019
4989,3834,2007
14102,503,2004
22049,7435,2017
22837,19022,2020
5465,1647,2008
3973,1900,2005
12705,6455,2020
11962,6000,2015
21340,1785,2018
19508,2322,2017
9302,162,2012
3565,1368,2001
5328,2537,2011
4706,361,2002
18644,1049,2016
16037,9177,2014
7002,5421,2013
9523,2174,2013
13837,4895,2020
5924,3207,2009
16665,9940,2018
3285,1056,2003
9048,3412,2012
7669,2729,2012
5210,482,2010
15413,713,2009
5790,2190,2011
7964,1597,2013
16274,2290,2019
7066,4781,2014
19549,6690,2017
13487,951,2017
4277,1070,2008
14835,922,2010
10262,5512,2016
21176,6928,2018
12744,938,2008
4382,1325,2008
19885,105,2016
9138,4763,2012
19115,9242,2018
10328,1351,2012
14089,6162,2019
17717,7579,2015
19672,2963,2017
11072,538,2014
19999,903,2017
10054,3230,2002
16371,406,2013
18383,4083,2011
16742,14106,2016
944,501,1999
2660,1301,2009
16859,4160,2019
10687,825,2013
7302,3201,2009
16731,14749,2015
10832,89,2000
20614,17081,2018
5037,2420,2018
7358,4527,2010
8852,3641,2007
3086,1980,2006
3136,2944,2017
12340,6035,2017
16344,240,2019
24208,2624,2020
18284,1884,2010
17441,6196,2016
5780,3588,2012
18515,2733,2008
10309,1029,2008
5503,3484,2006
12252,240,2012
14529,3228,2009
12327,9311,2017
8381,662,2003
8726,5134,2004
4373,1612,2007
19565,16510,2019
20603,6503,2019
5937,3387,2015
5037,638,2018
18367,4492,2015
15719,10207,2018
12489,10312,2018
10608,2137,2020
21007,4833,2018
21264,802,2018
14437,1118,2009
5331,4527,2006
21400,6630,2019
18027,4838,2017
12053,480,2013
732,173,2018
1495,646,1987
12135,8079,2013
7629,1829,2019
15284,2461,2019
22356,10338,2019
20527,3069,2017
1672,1420,2010
13274,2452,2010
13950,1468,2009
10804,3392,2009
19303,2500,2016
12761,612,2005
3668,2727,2008
9677,4054,2012
11203,6434,2009
9354,3549,2003
20459,9064,2017
14961,12336,2017
4803,81,1997
12037,9727,2017
9150,3107,2011
21520,3792,2020
20716,2065,2018
11984,1543,2017
9300,7871,2007
9340,1918,2016
7004,112,2002
13315,136,2010
2455,1453,1997
8165,175,2003
13966,4851,2006
6735,2752,2008
12694,551,2011
12003,5925,2017
9876,3344,2006
13563,972,2015
5933,1851,2015
6007,731,2007
3798,2718,2015
7784,1050,2012
11667,2144,2013
9649,5034,2016
15492,7515,2017
18645,13855,2017
4556,305,2013
16552,13510,2019
4940,649,2006
16734,2257,2003
20943,304,2018
418,254,1998
13864,3211,2015
9908,3447,2009
2399,2069,1995
13875,883,2006
19605,251,2018
14025,12595,2018
13182,1450,2013
5326,3493,2006
7419,4284,2018
4439,2838,2010
12141,415,2009
20566,1755,2019
23587,431,2019
16350,1717,2020
1422,937,2005
3230,843,2000
4200,2077,2004
1984,1903,2000
5497,278,2006
23224,44,2019
10692,7295,2010
18629,4908,2017
7786,2448,2019
5944,3346,2016
11377,2053,2012
14115,8890,2012
13032,9375,2012
21407,1794,2018
17823,2080,2018
7264,4028,2017
4197,582,2005
14431,2739,2015
8328,993,2010
19974,1067,2017
8560,3253,2010
15017,24,2010
15719,1296,2015
2572,2064,2003
22588,1365,2020
22473,231,2019
22845,6877,2019
19501,595,2018
23010,22375,2019
14631,2226,2018
9548,3369,2008
20920,10198,2018
10251,3989,2016
10509,4895,2020
9521,1381,2014
11079,8374,2017
18596,1108,2015
14464,58,2008
10902,709,2019
21262,464,2018
7538,371,2006
6206,2837,2004
5313,3366,2016
6034,2291,2009
6873,2928,2015
424,258,1995
7034,4726,2012
23174,1690,2019
19802,1476,2018
18890,426,2016
6979,3551,2016
24589,8673,2018
17158,450,2017
12630,5699,2012
13849,5471,2019
6903,538,2007
4506,3352,2006
676,425,1972
9410,314,2010
15781,9060,2015
1569,1254,1993
8606,6528,2011
17742,1103,2017
6535,5724,2017
5456,2045,2008
4068,2205,2003
2260,452,1994
6068,1709,2012
19677,4498,2017
17038,2413,2019
17440,1015,2019
19571,2465,2017
17408,211,2016
17083,2525,2015
15991,2837,2012
482,272,1989
5323,4082,2016
13880,2986,2015
10412,5474,2018
13835,2883,2020
7284,4620,2012
9934,7303,1993
9992,2158,2012
20941,184,2018
13186,7879,2013
16337,3049,2020
12665,11089,2012
10429,984,2010
15636,9495,2019
4240,307,2003
12488,10887,2008
8335,273,1996
7278,717,2015
10122,4516,2015
9527,3236,2008
6470,2691,2006
3777,574,2011
13637,10615,2013
9261,7243,2017
3114,1186,2002
6572,60,2008
9591,2561,2008
16681,3432,2010
11976,5339,2012
12653,2108,2016
3873,1227,2011
11315,2676,2010
3991,1505,2007
9584,2489,2010
11148,1845,2007
17189,696,2016
6909,2463,2014
8684,716,2000
17313,5651,2017
9737,1876,2008
15043,4145,2010
8665,1528,2002
13504,593,2012
5687,675,2005
6647,1058,2018
4967,3656,2010
14658,3283,2019
19791,16588,2019
21202,14215,2019
10951,3667,2006
11670,8031,2016
20277,5731,2020
9084,2563,2010
8509,642,2008
12575,3050,2014
6143,1808,2013
13965,13334,2006
8766,457,2010
15184,8097,2010
22951,18104,2016
6530,2291,2006
2737,1088,2002
3299,461,1997
13834,2904,2012
14579,5495,2020
16002,7936,2015
11537,8940,2017
8118,1867,2015
15673,5021,2011
4455,3647,1998
7688,6545,2015
9753,2698,2005
2090,1920,2008
5386,272,2005
12305,5242,2007
8543,3908,2017
15365,5075,2017
23530,6380,2019
11933,6156,2020
20650,6555,2018
2785,1020,1999
5837,2587,2009
8397,2603,2018
6107,4865,2008
15679,765,2017
16889,12971,2016
18297,12446,2018
19708,284,2017
8111,2100,2008
10397,4535,2011
7166,3984,2011
12795,2782,2006
3002,1171,2006
16170,2194,2015
17937,5847,2018
8013,7854,2018
8561,8254,2019
17435,992,2016
8117,2514,2011
12178,4563,2009
14173,4345,2013
13804,1088,2013
8101,2716,2008
4745,1017,2004
10034,377,2009
7884,283,2009
14878,14736,2016
9608,5589,2012
18868,6784,2017
11561,5242,2012
20209,3694,2017
15711,15114,2013
7580,892,2009
8338,3820,2006
11761,69,2018
7994,382,2017
10487,5419,2013
5022,133,2010
1566,442,2005
24885,9041,2008
16304,5039,2018
8658,1718,2017
10281,10052,2008
10187,33,2009
4402,1654,2008
19974,4563,2017
625,289,2003
10425,2590,2005
9280,7382,2011
3403,2795,2003
9743,4592,2019
16485,203,2017
6360,4478,2017
8038,3139,2014
21963,6806,2017
13386,1661,2008
13978,614,2020
1937,70,2001
15088,7841,2011
14298,6275,2012
14232,228,2013
9001,3807,2018
8788,6176,2017
20151,5242,2020
10852,1151,2011
16990,3882,2011
20587,17332,2020
13217,6250,2013
720,486,2006
2353,2020,2016
10569,2763,2005
4060,3458,2005
10599,8404,2010
18545,11141,2017
12479,1993,2017
24565,9603,2017
20177,4115,2018
20123,1640,2017
18317,4291,2012
15245,3750,2009
12158,2261,2014
20200,2313,2017
12960,12060,2014
12056,1357,2012
8858,647,2010
1976,62,2019
8336,247,2017
15095,1731,2009
8365,5773,2017
16296,4247,2017
22754,10819,2019
6464,898,2011
11278,2856,2019
24807,5294,2008
11198,6689,2012
21710,8164,2017
23335,1371,2020
16127,3368,2020
6465,2597,2013
13068,3778,2017
5895,1064,2004
13543,4669,2010
24891,1857,2012
11517,4522,2011
13761,549,2018
3049,138,2005
12875,7085,2019
15270,1188,2015
16453,14960,2019
13156,1455,2011
12864,5597,2016
19472,1165,2017
12471,2345,2017
7739,3343,2018
8227,2566,2016
13231,7744,2007
9675,7090,2007
19219,3680,2009
6812,4595,2007
4753,332,2002
18416,13508,2018
8024,2149,2016
13077,4530,2004
13324,6862,2011
5464,2760,2018
24908,3914,2015
8209,3789,2013
8164,6329,2017
14868,9031,2020
6647,4825,2014
5701,695,2005
16096,1476,2017
6347,1160,2008
5894,1448,2009
15346,5925,2020
11394,8608,2014
11961,9568,2018
10131,1399,2013
11822,9916,2014
9269,5344,2000
19057,4990,2020
22608,19549,2019
8269,2269,2013
12013,7201,2020
2214,240,1997
16718,655,2017
21896,395,2019
15858,4811,2014
3649,601,2011
10880,6555,2019
16875,2658,2017
18302,13252,2020
7246,1621,2012
17945,2340,2019
15990,18,2011
9141,1030,2018
6229,1769,2005
20799,792,2020
12651,4571,2012
3128,2795,2003
6497,528,2011
595,119,2020
9338,7486,2010
10387,361,2009
13035,3476,2013
19434,8624,2017
2389,1032,2007
6144,1750,2020
6014,509,2011
10180,9894,2019
11994,6765,2009
16218,2653,2020
19001,4373,2016
10483,3302,2018
9716,2999,2017
6205,5412,2020
15243,6394,2017
23721,2450,2020
2936,2800,2013
24934,2847,2006
5102,1626,2000
3278,2525,2009
4540,1053,2006
2178,1115,2009
19045,4807,2020
14708,9720,2015
15235,1202,2013
8524,2446,2009
6557,894,2005
4887,847,2019
3966,107,2005
5830,2583,2018
16018,1424,2012
13170,840,2003
9706,1984,2020
11627,1256,2017
19143,3570,2017
21320,2056,2018
8428,1990,2020
5895,5247,2018
126,112,2004
12998,3091,2018
18629,1093,2013
8630,8441,2017
19441,794,2017
20479,3157,2017
15182,2885,2019
10386,247,2008
18948,1180,2017
14228,4729,2016
4322,322,2007
7517,834,2020
7959,5349,2016
9628,8028,2012
11405,1154,2019
10752,2296,2015
18349,3617,2020
908,469,1985
2379,850,2011
19699,3065,2016
19030,330,2016
1885,890,2005
12681,1198,2009
13181,579,2018
14004,127,2010
17793,1730,2015
18199,3696,2009
20184,6943,2018
13021,582,2006
23954,535,2020
23269,6084,2019
11565,2115,2010
11789,960,2002
14683,3766,2008
3484,1707,2009
3605,3120,2002
22951,3758,2005
16661,8022,2018
13574,8141,2011
14625,6723,2010
19399,9257,2017
7735,908,2010
12828,4092,2018
19985,3060,2017
9306,1289,2020
18143,16673,2015
24779,18626,2018
10590,10561,2005
17922,2702,2011
13835,8095,2019
6495,305,2004
11354,3792,2020
10388,2517,2005
7299,2390,2003
8405,3835,2012
22722,8918,2020
14111,1495,2012
14918,9182,2018
15807,1167,2017
11985,10480,2018
5021,4112,2012
6537,660,2010
9303,1455,2020
2946,844,2006
15508,1600,2009
22789,9061,2019
7220,1262,2006
9759,2075,2008
2772,1038,2015
16240,3262,2014
2265,385,2004
22993,2712,2011
19310,14437,2016
15952,10187,2019
23530,11498,2019
7782,820,2019
5710,2767,2013
9658,4513,2018
11589,4129,2009
21340,3766,2019
19508,3298,2020
11881,7504,2005
15009,1280,2010
6361,4355,2014
5852,5730,2009
17825,2337,2011
13426,558,2007
12171,3499,2019
14808,5095,2006
20479,1035,2017
9458,169,2013
7493,4552,2017
17454,279,2016
4202,2055,2015
8613,4145,2012
7371,2499,2010
15302,2917,2019
3026,661,2000
16735,553,2015
14934,10801,2019
1812,1255,2008
12586,10271,2014
23288,2767,2020
15289,1303,2005
10374,3846,2013
10139,970,2007
7706,5288,2018
11089,3104,2012
4829,1405,2002
9331,484,2018
7777,28,2020
15342,5696,2006
18772,1154,2016
9871,302,2011
15166,807,2011
7823,3278,2010
6565,962,2006
15474,1247,2014
5791,1679,2011
2242,525,1982
16788,1067,2011
17884,2634,2008
2446,1618,2011
10705,1447,2012
8624,8188,2017
3007,2517,2008
14758,2157,2007
6699,4141,2016
11524,1130,2008
7719,1747,1997
9322,8239,2007
19329,1029,2016
6651,2018,2011
14655,13821,2018
23265,6207,2019
10282,10128,2018
12253,5647,2019
19157,1599,2019
11422,3778,2018
11606,2467,2019
9962,3958,2007
6312,3015,2008
2634,1709,2010
13838,12304,2010
13579,12454,2017
15306,2483,2015
4620,2408,2009
15570,6369,2018
14226,2183,2014
4776,1775,2009
17681,2628,2018
6077,1040,2004
19618,5949,2017
8424,8079,2018
18170,867,2012
17936,206,2007
1314,1090,2004
22317,2541,2018
11220,5796,2010
11477,964,2010
16424,5720,2016
22397,14687,2019
5215,235,2003
14176,860,2002
8157,2101,2017
21425,10270,2019
15407,3002,2016
10412,1100,2016
1475,398,2005
12864,533,2016
11778,2907,2020
13194,3589,2011
20970,9946,2019
3668,1540,1997
12552,1949,2011
23668,16264,2019
7092,1502,2003
908,902,1993
6119,3668,2014
10066,2942,2011
10475,317,2010
8735,3560,2008
14390,920,2018
10054,601,2002
9716,4831,2020
3797,2236,2016
8628,5293,2018
14030,254,2020
13544,612,2000
10749,3961,2013
15009,2664,2010
20761,1203,2018
11347,1301,2014
15847,558,2014
13400,279,2016
7217,1885,2010
18602,4688,2017
7953,1556,2018
5868,449,1993
7375,5732,2008
6259,168,2009
12585,4111,2010
11501,8180,2019
9678,8963,2018
15634,4575,2008
14366,6196,2008
13103,3643,2019
10187,3785,2006
11949,4161,2007
4648,1534,2010
7450,2748,2017
4522,2113,2006
980,208,1998
11395,1760,2017
7953,419,2012
13891,4843,2011
6010,5981,2018
16479,1530,2018
11850,5506,2011
8326,709,2009
22468,2692,2019
4992,4252,2015
14678,4925,2015
6845,923,2012
15527,12609,2015
7510,2875,2001
5262,4081,2017
14962,2200,2013
14596,887,2014
8293,5029,2012
12447,2487,2015
8454,3266,2014
6556,3038,2016
21446,1992,2018
